# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32274773	[SARS CoV-2/COVID-19: Evidence-Based Recommendation on Diagnosis and Therapy].	Anasthesiol Intensivmed Notfallmed Schmerzther
32274772	Corticosteroid Guidance for Pregnancy during COVID-19 Pandemic.	Am J Perinatol
32274771	Operating Room Guide for Confirmed or Suspected COVID-19 Pregnant Patients Requiring Cesarean Delivery.	Am J Perinatol
32274649	SARS-CoV-2 and Europe: timing of containment measures for outbreak control.	Infection
32274630	Inpatient and outpatient case prioritization for patients with neuro-oncologic disease amid the COVID-19 pandemic: general guidance for neuro-oncology practitioners from the AANS/CNS Tumor Section and Society for Neuro-Oncology.	J Neurooncol
32274617	SARS-CoV-2 and COVID-19 in older adults: what we may expect regarding pathogenesis, immune responses, and outcomes.	Geroscience
32274570	COVID-19 in the heart and the lungs: could we "Notch" the inflammatory storm?	Basic Res Cardiol
32274522	Inhibitors of the renin-angiotensin system and SARS-CoV-2 infection.	Herz
32274425	COVID-19: Global radiation oncology's targeted response for pandemic preparedness.	Clin Transl Radiat Oncol
32274354	SARS-CoV-2 in Romania - situation update and containment strategies.	Germs
32274342	COVID-19 and Liver Dysfunction: Current Insights and Emergent Therapeutic Strategies.	J Clin Transl Hepatol
32274341	Characteristics and Mechanism of Liver Injury in 2019 Coronavirus Disease.	J Clin Transl Hepatol
32274081	Modified SEIR and AI prediction of the epidemics trend of COVID-19 in China under public health interventions.	J Thorac Dis
32273624	Why daily death tolls have become unusually important in understanding the coronavirus pandemic.	Nature
32273622	Six ways to juggle science and childcare from home.	Nature
32273621	If a coronavirus vaccine arrives, can the world make enough?	Nature
32273619	Thousands of coronavirus tests are going unused in US labs.	Nature
32273618	How does COVID-19 kill? Uncertainty is hampering doctors' ability to choose treatments.	Nature
32273611	A framework for identifying regional outbreak and spread of COVID-19 from one-minute population-wide surveys.	Nat Med
32273610	If the world fails to protect the economy, COVID-19 will damage health not just now but also in the future.	Nat Med
32273607	Virological assessment of SARS-CoV-2.	Nat Med
32273606	Spread of SARS-CoV-2.	Nat Med
32273605	Clinical and epidemiological characteristics of children with COVID-19.	Nat Med
32273604	Lopinavir-ritonavir in severe COVID-19.	Nat Med
32273603	Functionally assessing coronavirus entry.	Nat Med
32273594	COVID-19: immunopathology and its implications for therapy.	Nat Rev Immunol
32273593	Kidney involvement in COVID-19 and rationale for extracorporeal therapies.	Nat Rev Nephrol
32273591	The COVID-19 vaccine development landscape.	Nat Rev Drug Discov
32273583	When COVID-19 meets centralized, personalized power.	Nat Hum Behav
32273490	Coronavirus Disease (COVID-19) in Children - What We Know So Far and What We Do Not?	Indian Pediatr
32273489	Serial Computed Tomography Manifestations in a Child with Coronavirus Disease (COVID-19) Pneumonia.	Indian Pediatr
32273488	Impact of COVID-19 on Children and Pediatricians.	Indian Pediatr
32273447	NAS letter suggests 'normal breathing' can expel coronavirus.	Science
32273441	G20 leaders must answer to COVID-19.	Science
32273432	PDA Responds to the Novel Coronavirus Situation.	PDA J Pharm Sci Technol
32273382	Covid-19: Japan declares state of emergency as Tokyo cases soar.	BMJ
32273336	Case for continuing community NIV and CPAP during the COVID-19 epidemic.	Thorax
32273335	COVID-19: community CPAP and NIV should be stopped unless medically necessary to support life.	Thorax
32273299	Self-screening to reduce medical resource consumption facing the COVID-19 pandemic.	Emerg Med J
32273292	COVID-19 and the gastrointestinal tract: more than meets the eye.	Gut
32273285	Covid-19: Quarantine works when introduced early alongside other measures, finds review.	BMJ
32273284	Covid-19: Doctors and nurses donate samples to study disease.	BMJ
32273283	Covid-19: Antibody tests will not be rolled out in UK until at least May, MPs hear.	BMJ
32273278	Covid-19: should the public wear face masks?	BMJ
32273267	Face masks for the public during the covid-19 crisis.	BMJ
32273263	Clinicians are leading service reconfiguration to cope with covid-19.	BMJ
32273262	Covid-19: Staff at Nightingale Hospital in London get wellbeing area courtesy of John Lewis.	BMJ
32273254	Cannabidiol as prophylaxis for SARS-CoV-2 and COVID-19? Unfounded claims versus potential risks of medications during the pandemic.	Res Social Adm Pharm
32273253	Hospital pharmacists' pharmaceutical care for hospitalized patients with COVID-19: Recommendations and guidance from clinical experience.	Res Social Adm Pharm
32273247	Challenges with the management of older patients with cancer during the COVID-19 pandemic.	J Geriatr Oncol
32273245	The COVID-19 pandemic: Important considerations for contact lens practitioners.	Cont Lens Anterior Eye
32273181	COVID-19 in a Kidney Transplant Patient.	Eur Urol
32273180	What Does COVID-19 Mean for the Pathology-Urology Interaction?	Eur Urol
32273156	Coronavirus Disease 19 (COVID-19): Implications for Clinical Dental Care.	J Endod
32273143	Everything old is new again: COVID-19 and public health.	J Pediatr Nurs
32273142	Strategic planning and recommendations for healthcare workers during the COVID-19 pandemic.	Am J Emerg Med
32273141	Abdominal and testicular pain: An atypical presentation of COVID-19.	Am J Emerg Med
32273135	Analysis of Characteristics in Death Patients with COVID-19 Pneumonia without Underlying Diseases.	Acad Radiol
32273134	Methanol Poisoning Emerging as the Result of COVID-19 Outbreak; Radiologic Perspective.	Acad Radiol
32272957	COVID-19 the showdown for mass casualty preparedness and management: the Cassandra Syndrome.	World J Emerg Surg
32272857	Role of Tissue Engineering in COVID-19 and Future Viral Outbreaks.	Tissue Eng Part A
32272630	Lung Involvement Found on Chest CT Scan in a Pre-Symptomatic Person with SARS-CoV-2 Infection: A Case Report.	Trop Med Infect Dis
32272550	Antiviral Agents: Discovery to Resistance.	Viruses
32272481	Structure of M(pro) from COVID-19 virus and discovery of its inhibitors.	Nature
32272480	Mental Health and Psychosocial Problems of Medical Health Workers during the COVID-19 Epidemic in China.	Psychother Psychosom
32272475	Coronavirus Disease 19 Pandemic and Extracorporeal Therapies in Intensive Care: "Bis Peccare in Bello Non Licet".	Blood Purif
32272473	Pediatric Endocrinology in the Time of the COVID-19 Pandemic.	Horm Res Paediatr
32272396	The possible of immunotherapy for COVID-19: A systematic review.	Int Immunopharmacol
32272394	Hopelessness, helplessness and resilience: The importance of safeguarding our trainees' mental wellbeing during the COVID-19 pandemic.	Nurse Educ Pract
32272283	JACI: In Practice Response to COVID-19 Pandemic.	J Allergy Clin Immunol Pract
32272262	High-resolution Chest CT Features and Clinical Characteristics of Patients Infected with COVID-19 in Jiangsu, China.	Int J Infect Dis
32272199	COVID-19 is not just a flu. Learn from Italy and act now.	Travel Med Infect Dis
32272198	COVID-19 pandemic and economic cost; impact on forcibly displaced people.	Travel Med Infect Dis
32272197	New clinical experiences and evaluation of clinical and paraclinical features of deceased patients with COVID-19 infection referred to Shahid Mostafa Khomeini Hospital of Ilam.	Travel Med Infect Dis
32272191	Commentary: COVID-19 and diabetes.	Diabetes Res Clin Pract
32272173	Coronavirus membrane fusion mechanism offers a potential target for antiviral development.	Antiviral Res
32272172	Does the COVID-19 outbreak identify a broader need for an urgent transformation of cancer clinical trials research?	Contemp Clin Trials
32272153	ASE Statement on Protection of Patients and Echocardiography Service Providers During the 2019 Novel Coronavirus Outbreak.	J Am Coll Cardiol
32272142	More evidence is urgently needed to confirm the relation between angiotensin-converting enzyme inhibitors and COVID-19.	J Mol Cell Cardiol
32272120	Critical patients with coronavirus disease 2019: Risk factors and outcome nomogram.	J Infect
32272113	Management of Patients with Crohn's Disease and Ulcerative Colitis During the COVID-19 Pandemic: Results of an International Meeting.	Gastroenterology
32272089	School closure and management practices during coronavirus outbreaks including COVID-19: a rapid systematic review.	Lancet Child Adolesc Health
32272085	Economic sanctions and Iran's capacity to respond to COVID-19.	Lancet Public Health
32272084	Maintaining HIV care during the COVID-19 pandemic.	Lancet HIV
32272083	Love in the time of COVID-19: negligence in the Nicaraguan response.	Lancet Glob Health
32272081	Understanding pathways to death in patients with COVID-19.	Lancet Respir Med
32272080	Intensive care management of coronavirus disease 2019 (COVID-19): challenges and recommendations.	Lancet Respir Med
32272008	Early preemptive immunomodulators (corticosteroids) for severe pneumonia patients infected with SARS-CoV-2.	Clin Exp Pediatr
32272003	Disease Control, Civil Liberties, and Mass Testing - Calibrating Restrictions during the Covid-19 Pandemic.	N Engl J Med
32272002	Abortion during the Covid-19 Pandemic - Ensuring Access to an Essential Health Service.	N Engl J Med
32271993	High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation.	Obesity (Silver Spring)
32271988	Prevalence of venous thromboembolism in patients with severe novel coronavirus pneumonia.	J Thromb Haemost
32271978	Commentary: Challenges for PhD students during COVID-19 pandemic: Turning crisis into an opportunity.	Biochem Mol Biol Educ
32271947	Delivery in pregnant women infected with SARS-CoV-2: A fast review.	Int J Gynaecol Obstet
32271942	Coping with COVID-19: ventilator splitting with differential driving pressures using standard hospital equipment.	Anaesthesia
32271935	Response of a European surgical department to the COVID-19 crisis.	Swiss Med Wkly
32271914	The hearth of mathematical and statistical modelling during the Coronavirus pandemic.	Interact Cardiovasc Thorac Surg
32271871	Ensuring Access to Medications in the US During the COVID-19 Pandemic.	JAMA
32271869	Web Exclusive. Annals On Call - COVID-19: Is Chloroquine the Answer?	Ann Intern Med
32271867	Food Safety and COVID-19.	JAMA
32271865	Generalizability of COVID-19 Clinical Prediction Models.	Clin Infect Dis
32271861	Awareness, Attitudes, and Actions Related to COVID-19 Among Adults With Chronic Conditions at the Onset of the U.S. Outbreak: A Cross-sectional Survey.	Ann Intern Med
32271768	Detection of novel coronaviruses in bats in Myanmar.	PLoS One
32271745	Surgical management of head and neck tumours during the SARS-CoV (Covid-19) pandemic.	Acta Otorhinolaryngol Ital
32271728	Coronavirus Disease 2019 in Children - United States, February 12-April 2, 2020.	MMWR Morb Mortal Wkly Rep
32271726	Detection of SARS-CoV-2 Among Residents and Staff Members of an Independent and Assisted Living Community for Older Adults - Seattle, Washington, 2020.	MMWR Morb Mortal Wkly Rep
32271724	Rapid Sentinel Surveillance for COVID-19 - Santa Clara County, California, March 2020.	MMWR Morb Mortal Wkly Rep
32271722	Presymptomatic Transmission of SARS-CoV-2 - Singapore, January 23-March 16, 2020.	MMWR Morb Mortal Wkly Rep
32271653	Salivary Glands: Potential Reservoirs for COVID-19 Asymptomatic Infection.	J Dent Res
32271650	The Distance Teaching Practice of Combined Mode of Massive Open Online Course Micro-Video for Interns in Emergency Department During the COVID-19 Epidemic Period.	Telemed J E Health
32271627	Self-Isolation Compliance In The COVID-19 Era Influenced By Compensation: Findings From A Recent Survey In Israel.	Health Aff (Millwood)
32271625	Should Infants Be Separated from Mothers with COVID-19? First, Do No Harm.	Breastfeed Med
32271624	Will Complement Inhibition be the New Target in Treating COVID-19 Related Systemic Thrombosis?	Circulation
32271616	Cardiopulmonary Resuscitation During the COVID-19 Pandemic: A View from Trainees on the Frontline.	Circulation
32271609	COVID-19 Exposes the Cracks in Our Already Fragile Mental Health System.	Am J Public Health
32271607	Role of Social Media and Telemedicine in Diagnosis & Management of COVID-19; An Experience of the Iranian Society of Radiology.	Arch Iran Med
32271606	Fighting COVID-19 in Iran; Economic Challenges Ahead.	Arch Iran Med
32271605	Evaluation of the Level of Anxiety among Iranian Multiple Sclerosis Fellowships During the Outbreak of COVID-19.	Arch Iran Med
32271604	The COVID-19 Emergency Response Should Include a Mental Health Component.	Arch Iran Med
32271603	Dynamic Chest CT Evaluation in Three Cases of 2019 Novel Coronavirus Pneumonia.	Arch Iran Med
32271602	Improved Early Recognition of Coronavirus Disease-2019 (COVID-19): Single-Center Data from a Shanghai Screening Hospital.	Arch Iran Med
32271601	Epidemiology and Clinical Characteristics of COVID-19.	Arch Iran Med
32271600	Efficacy of Mass Quarantine as Leverage of Health System Governance During COVID-19 Outbreak: A Mini Policy Review.	Arch Iran Med
32271599	COVID19 Prevention & Care; A Cancer Specific Guideline.	Arch Iran Med
32271598	COVID-19 and Iranian Medical Students; A Survey on Their Related-Knowledge, Preventive Behaviors and Risk Perception.	Arch Iran Med
32271597	A Model for COVID-19 Prediction in Iran Based on China Parameters.	Arch Iran Med
32271596	Co-infection of Coronavirus Disease 2019 and Influenza A: A Report from Iran.	Arch Iran Med
32271595	The Exponentially Increasing Rate of Patients Infected with COVID-19 in Iran.	Arch Iran Med
32271594	COVID-19 Pandemic and Comparative Health Policy Learning in Iran.	Arch Iran Med
32271593	IR of Iran National Mobilization against COVID-19 Epidemic.	Arch Iran Med
32271512	Impact of the COVID-19 Pandemic on the Urologist's clinical practice in Brazil: a management guideline proposal for low- and middle-income countries during the crisis period.	Int Braz J Urol
32271511	Reflections on the COVID-19 Pandemic.	Int Braz J Urol
32271507	Psychiatry's Niche Role in the COVID-19 Pandemic.	J Clin Psychiatry
32271506	"What Were You Before the War?" Repurposing Psychiatry During the COVID-19 Pandemic.	J Clin Psychiatry
